"_id","email","role","time"
"68a775f2301014d0a4adcd82","be00c121-bb4b-41da-bafe-739957a068a9@aol.com","user","2025-08-19T06:52:19.312Z"
"68a775f2301014d0a4adcd90","574486c6-1c9f-4ab5-894e-859078489480@yahoo.com","user","2025-08-19T00:58:09.143Z"
"68a775f2301014d0a4adcd93","b259077b-4a05-4207-a054-82af87c3897a@vnu.edu.vn","user","2025-08-19T18:07:31.313Z"
"68a775f2301014d0a4adcd97","8c6aa4ff-5de0-447d-a16e-ae12230ce51c@hotmail.com","user","2025-08-19T07:38:20.649Z"
"68a775f2301014d0a4adcda4","988d7cfb-4d3c-4915-bfe8-459e12a30224@fpt.edu.vn","user","2025-08-18T16:48:38.077Z"
"68a775f2301014d0a4adcdbe","a50bb9b8-528b-4bb2-ab8f-de1468a70694@icloud.com","user","2025-08-18T16:40:30.094Z"
"68a775f2301014d0a4adcdc6","1fd098ca-16a4-45f9-85f4-af0e456ece83@protonmail.com","user","2025-08-19T01:45:25.961Z"
"68a775f2301014d0a4adcdd5","a30ca386-9c66-429c-b357-c102ffe46d42@hust.edu.vn","user","2025-08-19T07:48:28.057Z"
"68a775f2301014d0a4adcdde","450d0c4d-adf8-4da5-a381-4ea9fb23ca2f@gmail.com","user","2025-08-19T19:28:52.976Z"
"68a775f2301014d0a4adcde3","5e7021e4-1bac-41db-80c4-cf685d41b388@hotmail.com","user","2025-08-18T22:43:36.980Z"
"68a775f2301014d0a4adcdf2","ff150806-3c75-45b2-a147-403c219f8510@icloud.com","user","2025-08-18T23:02:15.337Z"
"68a775f2301014d0a4adcdfa","a9173237-0282-4c50-84e1-08c3adeb3eb4@protonmail.com","user","2025-08-19T07:33:01.977Z"
"68a775f2301014d0a4adce22","41805133-cc1e-430d-97eb-814e03aa548f@hotmail.com","user","2025-08-19T06:18:50.126Z"
"68a775f2301014d0a4adce24","ee4b6f6b-e3ff-4b2b-9006-fe53c401e6e5@yahoo.com","user","2025-08-19T01:45:59.323Z"
"68a775f2301014d0a4adce2f","e0eb8e07-cf3f-4c5b-8692-63c61965c724@yahoo.com","user","2025-08-19T13:38:43.194Z"
"68a775f2301014d0a4adce32","3d64837c-d98c-44cb-aa09-96ac08ad0ed1@aol.com","user","2025-08-19T12:56:39.263Z"
"68a775f2301014d0a4adce36","1ffce07c-b6db-4b2c-b876-d4924c3a0f25@vnu.edu.vn","user","2025-08-19T04:54:05.562Z"
"68a775f2301014d0a4adce37","579baa77-8072-4b8b-830f-a85e736ed9a8@hust.edu.vn","user","2025-08-18T19:58:58.340Z"
"68a775f2301014d0a4adce3a","96e64536-efa9-4369-ab38-fedfa6664da4@outlook.com","user","2025-08-18T17:12:07.654Z"
"68a775f2301014d0a4adce3f","e3fe7fa2-d5f1-4890-9064-1df01152c477@icloud.com","user","2025-08-19T19:39:54.207Z"
"68a775f2301014d0a4adce45","54b4a579-648c-4a1d-abb2-6f12414c6011@gmail.com","user","2025-08-19T14:08:53.311Z"
"68a775f2301014d0a4adce54","0946aac2-ebd1-4cd3-8d48-625b1b38136f@fpt.edu.vn","user","2025-08-18T23:21:03.096Z"
"68a775f2301014d0a4adce56","a71a325f-e1e6-4840-8bab-20206961f48b@protonmail.com","user","2025-08-19T07:34:32.660Z"
"68a775f2301014d0a4adce60","ecb8cce3-b1f2-4ff8-95e9-a20742516f0f@hust.edu.vn","user","2025-08-19T16:26:48.252Z"
"68a775f2301014d0a4adce8e","3eb3431f-9bde-4ad6-8dc5-a8f48bce1b66@outlook.com","user","2025-08-19T14:21:16.361Z"
"68a775f2301014d0a4adce97","c8d25b41-913f-4939-9c4d-b36801efa208@outlook.com","user","2025-08-19T03:47:46.003Z"
"68a775f2301014d0a4adcea3","629e7baf-afd8-4968-b05a-25021ec11514@vnu.edu.vn","user","2025-08-19T07:34:35.157Z"
"68a775f2301014d0a4adcea7","4b3e176f-bdfd-47c0-9cb0-2ad84d1b6235@vnu.edu.vn","user","2025-08-19T03:41:14.997Z"
"68a775f2301014d0a4adcec1","fcd22351-14f6-4115-9d9b-b128a84713a7@gmail.com","user","2025-08-18T19:56:46.168Z"
"68a775f2301014d0a4adcedf","2431c2a1-364a-4ba5-80d7-fe651fafd129@fpt.edu.vn","user","2025-08-19T06:02:49.487Z"
"68a775f2301014d0a4adcee5","07cb02ed-0b72-4c86-a3a7-e11cf9cee7b6@protonmail.com","user","2025-08-19T12:37:14.911Z"
"68a775f2301014d0a4adceee","fbec3485-deb9-42d9-a855-dbd9d3bb9078@outlook.com","user","2025-08-18T21:25:39.947Z"
"68a775f2301014d0a4adceff","8c12548e-7787-4dc3-823a-c79d0d18d4d6@gmail.com","user","2025-08-19T04:05:56.509Z"
"68a775f2301014d0a4adcf07","5e95a921-bf6a-4f0f-b148-0c06e91185bf@yahoo.com","user","2025-08-19T07:10:29.233Z"
"68a775f2301014d0a4adcf18","8fccecce-8e76-49fb-81ff-4d716526eade@fpt.edu.vn","user","2025-08-19T01:53:21.794Z"
"68a775f2301014d0a4adcf25","f629b0c1-bfbd-449a-aea3-302c8eb0685b@aol.com","user","2025-08-19T10:25:14.339Z"
