"_id","email","role","time"
"68a775f2301014d0a4adcd64","ba9245f6-f6c9-4577-92af-a2060cbb3898@aol.com","user","2025-08-28T17:54:53.793Z"
"68a775f2301014d0a4adcd6c","afe13cca-dcb5-4c91-977a-738d300303a2@gmail.com","user","2025-08-28T18:38:52.431Z"
"68a775f2301014d0a4adcd8b","9bb5e4e0-6e4d-4969-9fdb-b6d349126a1d@yahoo.com","user","2025-08-28T20:23:09.138Z"
"68a775f2301014d0a4adcd9b","e57a76aa-7b83-4459-bd2c-c31622cd48c4@aol.com","user","2025-08-28T17:40:21.242Z"
"68a775f2301014d0a4adcdc5","ed93b1c2-9cc3-4a8f-8894-e3c6f5d83f0c@aol.com","user","2025-08-28T19:29:30.242Z"
"68a775f2301014d0a4adcddb","cb445127-6ee2-4fe9-b28a-f1f56d1ea9ad@outlook.com","user","2025-08-28T18:47:26.201Z"
"68a775f2301014d0a4adcf6d","2b13309e-3089-4470-898f-e1d05941bce5@icloud.com","user","2025-08-28T17:29:49.724Z"
"68a775f2301014d0a4add0b4","252dd79e-bc7b-4f9f-8520-15b81bfee9f6@hust.edu.vn","user","2025-08-28T17:51:47.564Z"
"68a775f2301014d0a4add197","6f0b3ac7-4272-407e-859e-f1ada49d1304@hust.edu.vn","user","2025-08-28T19:19:06.569Z"
"68a775f2301014d0a4add1ea","e9aabcbe-b17d-4816-aa6e-62a07e0d0468@gmail.com","user","2025-08-28T19:43:32.140Z"
"68a775f2301014d0a4add249","40784364-e747-4f81-9c2f-2c79f83878a4@vnu.edu.vn","user","2025-08-28T19:49:15.854Z"
"68a775f2301014d0a4add363","bf112d81-d2f5-4e20-8a6d-ec866d8fa91b@hotmail.com","user","2025-08-28T18:58:47.279Z"
"68a775f2301014d0a4add3d1","13d1259e-4848-45d6-a1ad-8443cadcd4b8@vnu.edu.vn","user","2025-08-28T18:16:15.679Z"
"68a775f2301014d0a4add414","2acc0270-9df0-48f4-8f4b-e53c11e13192@icloud.com","user","2025-08-28T16:25:53.011Z"
"68a775f2301014d0a4add433","e16d3fbd-755c-4a0f-9c9f-34dee85b00f1@protonmail.com","user","2025-08-28T16:48:09.895Z"
"68a775f2301014d0a4add45c","63a2059d-3c34-4cd1-88f1-f3ae5b7b63e1@protonmail.com","user","2025-08-28T17:24:19.770Z"
